Make,Model,Details,Storage,Device,Monthly Policy Price,Replacement Price,Release Price,Release Price url,Os,InitialVersion,MaxVersion,Processor,Cores,Memory,SSD,Physical Screen,Resolution,Camera,4G,Frequency,Release Date,Picture,Urls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HTC,One M8s,ONE M8S,16,'htc_m8qlul',5.49,,£379.99,http://www.techradar.com/news/phone-and-communications/mobile-phones/htc-one-m8s-brings-a-lower-price-to-last-year-s-best-phone-1290059,Android,5.0,,1700,4,2048,Y,127,1080x1920,13,Y,850 / 900 / 1800 / 1900,5/15,,http://www.gsmarena.com/htc_one_m8s-7165.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HTC,One M9,ONE M9,32,"'htc_himauhl', 'htc_himaul', 'htc_himaulatt', 'htc_himawhl', 'htc_himawl'",5.99,£400.00,£590.00,http://www.techradar.com/reviews/phones/mobile-phones/htc-one-m9-1285623/review,Android,5.0,6.0,1500,4,3072,Y,127,1080x1920,20,Y,850 / 900 / 1800 / 1900,3/15,,http://www.gsmarena.com/htc_one_m9-6891.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HTC,One mini,ONE MINI,16,"'htc_m4', 'm4'",5.49,,£380.00,http://www.expertreviews.co.uk/mobile-phones/53527/htc-one-mini-review,Android,4.2.2,4.4.2,1400,2,1024,N,109.22,720x1280,4,Y,850 / 900 / 1800 / 1900,8/13,,http://www.gsmarena.com/htc_one_mini-5505.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HTC,One mini 2,ONE MINI 2,16,'htc_memul',5.49,,£359.00,http://www.pcadvisor.co.uk/news/mobile-phone/htc-one-mini-2-release-date-price-specs-uk-3516782/,Android,4.4.2,,1200,4,1024,Y,114.3,720x1280,13,Y,850 / 900 / 1800 / 1900,5/14,,http://www.gsmarena.com/htc_one_mini_2-6345.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HTC,One S,ONE S,16,"'ville', 'villec2'",,,£314.99,http://www.androidcentral.com/uk-retailer-slashes-htc-one-s-price-now-31499-sim-free,Android,4.0,4.1.1,1500,2,1024,N,109.22,540x960,8,N,850 / 900 / 1800 / 1900,4/12,,http://www.gsmarena.com/htc_one_s-4574.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HTC,One V,ONE V,4,"'primoc', 'primou'",,,£230.00,http://www.techradar.com/reviews/phones/mobile-phones/htc-one-v-1076324/review,Android,4.0.3,,1000,1,512,Y,93.98,480x800,5,N,850 / 900 / 1800 / 1900,4/12,,http://www.gsmarena.com/htc_one_v-4575.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HTC,One X,ONE X,16,"'endeavoru', 'evita'",5.99,,£485.00,http://www.expertreviews.co.uk/mobile-phones/51705/htc-one-x-review,Android,4.0,4.1.1,1500,4,1024,N,119.38,720x1280,8,N,850 / 900 / 1800 / 1900,5/12,,http://www.gsmarena.com/htc_one_x-4320.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HTC,One X+,ONE X+,32,"'enrc2b', 'evitareul'",,, £450,http://www.wired.co.uk/reviews/mobile-phones/2013-01/htc-one-x-plus,Android,4.1.1,,1700,4,1024,N,119.38,720x1280,8,Y,850 / 900 / 1800 / 1900,11 / 12,,http://www.gsmarena.com/htc_one_x+-4976.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HTC,Sensation,SENSATION,1,'pyramid',,,£479.99,http://www.trustedreviews.com/htc-sensation-review,Android,2.3.4,4.0,1200,2,768,Y,109.22,540x960,8,N,850 / 900 / 1800 / 1900,5/11,,http://www.gsmarena.com/htc_sensation-3875.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HTC,Sensation XE,SENSATION XE,4,'pyramid',,,£450.00,http://www.cnet.com/uk/products/htc-sensation-xe-with-beats-audio/,Android,2.3.4,4.0,1500,2,768,Y,109.22,540x960,8,N,850 / 900 / 1800 / 1900,10/11,,http://www.gsmarena.com/htc_sensation_xe-4164.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HTC,Sensation XL,SENSATION XL,16,'runnymede',,,£405,http://www.fonearena.com/blog/42747/htc-sensation-xl-price-revealed-for-uk-coming-on-october-24.html,Android,2.3,4.0,1500,1,768,N,119.38,480x800,8,N,850 / 900 / 1800 / 1900,11/11,,http://www.gsmarena.com/htc_sensation_xl-4161.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HTC,Wildfire S,WILDFIRE S,0.5,"'marvel', 'marvelc'",,,£220,http://www.techradar.com/reviews/phones/mobile-phones/htc-wildfire-s-930921/review,Android,2.3,2.3.5,600,1,512,Y,81.28,320x480,5,N,850 / 900 / 1800 / 1900,5/11,,http://www.gsmarena.com/htc_wildfire_s-3777.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HTC,Windows Phone 8S,WINDOWS PHONE 8S,4,,,,£220.00,http://www.trustedreviews.com/htc-8s-review,Windows,8,,1000,2,512,Y,101.6,480x800,5,N,850 / 900 / 1800 / 1900,11 / 12,,http://www.gsmarena.com/htc_windows_phone_8s-5000.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HTC,Windows Phone 8X,WINDOWS PHONE 8X,16,,,£154.00, £399,http://www.gsmarena.com/htc_windows_phone_8x_three_uk_pricing_unveiled_costs__pound350-news-4897.php,Windows,8,8.1.1,1500,2,1024,N,109.22,720x1280,8,Y,850 / 900 / 1800 / 1900,11/12,,http://www.gsmarena.com/htc_windows_phone_8x-4975.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huawei,Ascend G6 4G,ASCEND G6 4G,8,"'hwG6-T00', 'hwG6-C00', 'hwG6-L11', 'hwG6-L22', 'hwG6-L33', 'hwG6-U00', 'hwG6-U10', 'hwG6-U251', 'hwG6-U34'",,,£199.00,http://www.trustedreviews.com/huawei-ascend-g6-review,Android,4.3,,1200,4,1024,Y,114.3,540x960,8,Y,850 / 900 / 1800 / 1900,5/14,,http://www.gsmarena.com/huawei_ascend_g6_4g-6168.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huawei,Ascend P6,ASCEND P6,8,"'hwp6-u06', 'hwp6-c00', 'hwp6-t00'",,, £349.00,http://www.trustedreviews.com/huawei-ascend-p6-review,Android,4.2.2,4.4.2,1500,4,2048,Y,119.38,720x1280,8,N,850 / 900 / 1800 / 1900,6/13,,http://www.gsmarena.com/huawei_ascend_p6-5467.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huawei,Nexus 6P,NEXUS 6P H1512,32,'angler',,£354.77,£449.00,http://www.trustedreviews.com/nexus-6p-review,Android,6.0,,1550,4,3072,N,144.78,1440x2560,12,Y,850 / 900 / 1800 / 1900,9/15,,http://www.gsmarena.com/huawei_nexus_6p-7588.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LG,G 2,G2 D802,16,'g2',5.64,£205.00,£462,http://www.expertreviews.co.uk/mobile-phones/53458/lg-g2-review,Android,4.2.2,5.0.2,2260,4,2048,N,132.08,1080x1920,13,Y,850 / 900 / 1800 / 1900,9/13,,http://www.gsmarena.com/lg_g2-5543.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LG,G 2 mini,G2 mini,8,"'g2m', 'g2mds', 'g2mss', 'g2mv'",4.99,,£249.99,http://www.trustedreviews.com/news/lg-g2-mini-uk-price-set-at-250-by-retailer,Android,4.4.2,,1200,4,1024,Y,119.38,540 x 960,8,N,850 / 900 / 1800 / 1900,4 / 14,,http://www.gsmarena.com/lg_g2_mini-6077.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LG,G 3,G3 D855,16,'g3',5.64,,$410.00,http://www.cnet.com/uk/products/lg-g3/,Android,4.4.2,6.0,2500,4,3072,Y,139.7,1440x2560,13,Y,850 / 900 / 1800 / 1900,6/14,,http://www.gsmarena.com/lg_g3-6294.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LG,G3 S,G3S D722,8,"'jag3gds', 'jagnm'",4.99,,£240.00,http://www.trustedreviews.com/lg-g3-s-review,Android,4.4.2,5.0.2,1200,4,1024,Y,127,720x1280,8,Y,850 / 900 / 1800 / 1900,8 / 14,,http://www.gsmarena.com/lg_g3_s-6475.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LG,G4,G4 H815,32,'p1',5.99,,£450.00,http://www.trustedreviews.com/lg-g4-review,Android,5.1.1,6.0,1440,4,3072,Y,139.7,1440x2560,16,Y,850 / 900 / 1800 / 1900,4 / 15,,http://www.gsmarena.com/lg_g4-6901.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LG,G Flex,GFLEX D955,32,'zee',6.99,£242.00,£630.00,http://www.techradar.com/reviews/phones/mobile-phones/lg-g-flex-1205508/review,Android,4.2.2,,2260,4,2048,N,152.4,720 x 1280,13,Y,850 / 900 / 1800 / 1900,11/13,,http://www.gsmarena.com/lg_g_flex-5806.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LG,G Flex2,GFlex2 H955,16,'z2',5.49,,£234.00,http://www.pcadvisor.co.uk/review/android-smartphones/lg-g-flex-2-review-uk-phone-3592907/,Android,5.0.1,5.1.1,1500,4,3072,Y,139.7,1080 x 1920,13,Y,850 / 900 / 1800 / 1900,2/15,,http://www.gsmarena.com/lg_g_flex2-6916.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LG,Nexus 4,Nexus 4,8,'mako',4.99,,£239.00,http://www.trustedreviews.com/google-nexus-4-review,Android,4.2,5.1,1500,4,2048,N,119.38,768x1280,8,N,850 / 900 / 1800 / 1900,11/12,,http://www.gsmarena.com/lg_nexus_4_e960-5048.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LG,Nexus 4,Nexus 4,16,'mako',5.49,,£280.00,http://www.cnet.com/uk/news/google-nexus-4-on-sale-for-only-160-in-the-uk/,Android,4.2,5.1,1500,4,2048,N,119.38,768x1280,8,N,850 / 900 / 1800 / 1900,11/12,,http://www.gsmarena.com/lg_nexus_4_e960-5048.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LG,Nexus 5,NEXUS 5 D821 16G,16,'hammerhead',5.49,,£299.99,http://www.trustedreviews.com/google-nexus-5-review,Android,5.0,6.0,2300,4,2048,N,125.73,1080 x 1920,8,Y,850 / 900 / 1800 / 1900,11/13,,http://www.gsmarena.com/lg_nexus_5-5705.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LG,Nexus 5,NEXUS 5 D821 32G,32,'hammerhead',5.49,,£339.00,http://www.theinquirer.net/inquirer/news/2300939/google-nexus-5-release-date-specs-price-and-rumours,Android,5.0,6.0,2300,4,2048,N,125.73,1080 x 1920,8,Y,850 / 900 / 1800 / 1900,11/13,,http://www.gsmarena.com/lg_nexus_5-5705.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LG,Nexus 5X,NEXUS 5X H791 16G,16,'bullhead',5.49,£287.85,£339.00,http://www.expertreviews.co.uk/mobile-phones/1404072/google-nexus-5x-review-now-with-free-chromecast,Android,6.0,,1440,4,2048,N,132.08,1080 x 1920,12,Y,850 / 900 / 1800 / 1900,10 / 15,,http://www.gsmarena.com/lg_nexus_5x-7556.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LG,Nexus 5X,NEXUS 5X H791 32G,32,'bullhead',5.49,,£379.00,http://www.pcadvisor.co.uk/new-product/mobile-phone/new-nexus-5-2015-uk-release-date-price-specification-confirmed-photography-pre-order-22-buy-3624628/,Android,6.0,,1440,4,2048,N,132.08,1080 x 1920,12,Y,850 / 900 / 1800 / 1900,10 / 15,,http://www.gsmarena.com/lg_nexus_5x-7556.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LG,Spirit,SPIRIT H440N,8,"'my70', 'c70n', 'c70', 'l1m'",,,£129.00,http://www.trustedreviews.com/lg-spirit-review,Android,5.0.1,,1200,4,1024,Y,119.38,720 x 1280,8,Y,850 / 900 / 1800 / 1900,3 / 15,,http://www.gsmarena.com/lg_spirit-7052.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft,Lumia 535,LUMIA 535,8,,,,£100,http://www.wired.co.uk/reviews/mobile-phones/2015-02/microsoft-lumia-535,Windows,8.1,,1200,4,1024,Y,127,540x960,5,N,850 / 900 / 1800 / 1900,12/14,,http://www.gsmarena.com/microsoft_lumia_535-6791.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft,Lumia 640,LUMIA 640,8,,,£90.90,£130,http://www.techradar.com/reviews/phones/mobile-phones/microsoft-lumia-640-lte-1286616/review#best-price-article-top,Windows,8.1,,1200,4,1024,Y,127,720x1280,8,Y,850 / 900 / 1800 / 1900,4/15,,http://www.gsmarena.com/microsoft_lumia_640_lte-7055.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft,Lumia 950,LUMIA 950,32,,,£350.98,£420.00,http://www.alphr.com/microsoft/1002107/microsoft-lumia-950-review-how-good-is-microsofts-first-windows-10-phone,Windows,10,,1820,2,3072,Y,132.08,1440x2560,20,Y,850 / 900 / 1800 / 1900,11/15,,http://www.gsmarena.com/microsoft_lumia_950-7262.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorola,Moto G (3rd gen),MOTO G (3RD GEN),8,"'osprey_u2', 'osprey_ud2', 'osprey_uds', 'osprey_udstv', 'osprey_umts'",3.99,£119.00,£159.00,http://www.expertreviews.co.uk/mobile-phones/1403668/moto-g-3rd-gen-review-2015-the-new-best-budget-smartphone-now-with-android-60,Android,5.1.1,6.0,1400,4,2048,Y,127,720x1280,13,Y,850 / 900 / 1800 / 1900,7 /15,,http://www.gsmarena.com/motorola_moto_g_(3rd_gen)-7247.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
